added at,release date,name,album,artist(s),id
2020-08-04T04:06:32+00:00,2013,Tears,The Tragic Thrills,The Tragic Thrills,spotify:track:7ctPMo3kUyL7yFCHpCA9zP
2020-08-04T03:01:44+00:00,2016-10-26,Benzos and Cigarettes,Benzos and Cigarettes,Rad Horror,spotify:track:0Sh6FbFeaM1UqZNfoy3ISo
2020-08-03T22:02:47+00:00,2014-10-07,When I Get Older,Phantom Pop,Wild Party,spotify:track:4NOZKKJKMWhQCe5uyQNNG6
2020-08-03T21:59:12+00:00,2015-12-04,Bob Marley,Waking Up The Giants,Grizfolk,spotify:track:43a41kwTMZClWCLTONiaqm
2020-08-03T21:59:09+00:00,2016-08-12,Silvertongue,Home of the Strange,Young the Giant,spotify:track:0yTJtxZJ5VLfBEHhiNUNeY
2020-07-31T21:06:04+00:00,2013-05-28,Alaska,Nor'easter,Magic Bronson,spotify:track:3ubIlypdxIzd2ipqJSEyPw
2020-07-31T19:10:31+00:00,2018,Welcome to My Planet,Best of 2018,Pomplamoose,spotify:track:64KN0TnppRfbcpITUjBtxF
2020-07-31T14:20:28+00:00,2018-05-04,War,War,grandson,spotify:track:1IqYyJ37a3gUr0NC2vOD2b
2020-07-26T19:19:23+00:00,2012-09-11,Variations on a Cloud,Variations on a Cloud,Miracle Musical,spotify:track:0pJbjjbnIfPWhwApvDjEVK
2020-07-26T19:13:48+00:00,2017-06-23,Lines That Burn,Lines That Burn,Tilian,spotify:track:7jvMuOdXdqsxiEVeuRNADS
2020-07-26T19:05:52+00:00,2008-12-08,I Can Get Back Up Now,"So Young, so Insane","You, Me, And Everyone We Know",spotify:track:4fwlKGuScnVzRdvACVXJC7
2020-07-26T19:05:52+00:00,2012-09-18,Easy Way (Acapella),Summer Nights,For The Foxes,spotify:track:0meGZvMCOUoZBsYcsLcTRX
2020-07-08T17:44:26+00:00,2015-09-15,Queensway,Queensway,Coral Bones,spotify:track:2ZEcbXJgLAIpjVEtTr7xa1
2020-06-28T21:16:46+00:00,2012-09-18,Why Bother?,Engine Room Recordings Presents: A Tribute to Pinkerton,Rob Cantor,spotify:track:1lAKIqmpgpDeCq3kPpEkRT
2020-06-26T03:25:31+00:00,2014-04-14,Old Bike,Not a Trampoline,Rob Cantor,spotify:track:5CYRlFn4H6VXwMcPCqB6O0
2020-06-21T02:27:13+00:00,2014-04-14,Garden of Eden,Not a Trampoline,Rob Cantor,spotify:track:6GS8IC9HCvycwtXytsmD8T
2020-06-21T02:13:37+00:00,2014-04-14,Perfect,Not a Trampoline,Rob Cantor,spotify:track:2oEnePysbHXrX4oC34x612
2020-06-10T17:50:56+00:00,2015-06-24,Caterpillars (Of the Commonwealth),Caterpillars of the Commonwealth,Will Connolly,spotify:track:63qAExVqvPbO7B9C6XSmbO
2020-06-10T17:47:22+00:00,2018-01-01,Lonesome Wolf,Boy of My Youth,Dawson Hollow,spotify:track:4qXsFQEVedNHnpjowhaDR5
2020-06-10T17:41:41+00:00,2018-11-02,Moon Creep,Are You Even There at All?,Brent Walsh,spotify:track:60O8qSBrgZvKI5BLgsanj6
2020-06-09T19:01:15+00:00,2019-05-30,Rush Hour,A Hat in Time (Seal the Deal + Nyakuza Metro),Pascal Michael Stiefel,spotify:track:0IZqEG7fYTmsplNZxXxnag
2020-06-09T18:58:52+00:00,2018,"Go. K.K. Rider! (From ""Animal Crossing"")","Go. K.K. Rider! (From ""Animal Crossing"")",Qumu,spotify:track:5fegEkQy2FKJfqOKTrnTLW
2020-06-03T18:49:15+00:00,2006-01-01,Meaningless Love,Under The Influence Of Giants,Under The Influence of Giants,spotify:track:6BbEt7nWhYVvHuW6sfce4M
2020-06-02T17:06:42+00:00,2017-04-22,Adios Amigos,Little Mess EP,Grouplove,spotify:track:3J9AIUwzgShM5rySLoyRas
2020-06-02T16:43:33+00:00,2016-06-10,A Place for Us,Fitz and The Tantrums,Fitz and The Tantrums,spotify:track:2giZPENV5v2riVo1PpBcVO
2020-06-02T16:39:01+00:00,2018-02-16,Dying Alone,Doing the Best We Can,American Pets,spotify:track:1tXQIzGRmZ4GDxdtCfCdeY
2020-06-02T16:30:35+00:00,2020-04-24,Sanity for Summer,Coping Machine,City Mouth,spotify:track:5k0Ge8AJQlTQJDeXYYyTzr
2020-06-02T16:26:29+00:00,2006-06-05,Sweet Tangerine,Like Vines,The Hush Sound,spotify:track:3fMxeVaHO93ENmGJtNwpfm
2020-06-02T16:24:01+00:00,2014-12-16,Medicine,Medicine,Artist Vs Poet,spotify:track:5WsE374LpBomAkCRSOcjWo
2020-05-23T16:56:07+00:00,2020-05-13,fever dream (feat. mxmtoon) - DJ KK Remix,fever dream (feat. mxmtoon) [DJ KK Remix],Clay K Slider+mxmtoon,spotify:track:4meUPfu2ewcMVEBbPICqfy
2020-05-23T16:45:38+00:00,2020-05-15,Unstable,Unstable,Bad Suns,spotify:track:1qDzpGof37jyhhqaqhdU1I
2020-05-20T00:10:14+00:00,2020-04-17,I Think We're Alone Now,I Think We're Alone Now,Billie Joe Armstrong+Green Day,spotify:track:6h8QlZzBBnZhF4EkGi8JPr
2020-05-19T23:58:37+00:00,2020-04-20,Ooh Ah,Ooh Ah / U Will Know My Name,nelward,spotify:track:4DtSsXEdCW3rK7gc2orgzY
2020-05-19T19:32:55+00:00,2020-05-01,gone.,gone.,indy.,spotify:track:4LbbHkwSIjH7Ja0GiOT0bO
2020-05-19T19:25:40+00:00,2020-05-01,Disconnect - Single Edit,Disconnect,Shred Kelly,spotify:track:5zRq4ciRxn7OzbaZDx7Okj
2020-05-19T19:15:51+00:00,2020-05-01,Alaska,Alaska,Little Hurt,spotify:track:0jpU7e86edzO8QgyZQq9Df
2020-05-19T19:09:28+00:00,2019-08-09,still feel.,"Now, Not Yet",half•alive,spotify:track:48XkVAagIoQHCsOlJtXUd5
2020-05-19T19:03:10+00:00,2020-05-04,Broken Bridge (Apple Tree),Broken Bridge (Apple Tree),Panicland,spotify:track:3NMP5IR4bLVGbFQFxfcFca
2020-05-19T18:43:32+00:00,2020-05-06,Hero,Hero,Weezer,spotify:track:4Fj6KslSYYQ1kAbafiKoz0
2020-05-19T18:32:19+00:00,2017-11-17,We've Got Soul,Sunday Brunch,Chapel,spotify:track:4d2ZjNalFYWBTmBGQSGf3I
2020-05-19T17:40:04+00:00,2017-04-14,New Religion,New Religion,The Heydaze,spotify:track:4DZghpw50ZnO3ckfDuNkft
2020-05-19T17:35:54+00:00,2016-10-27,Mysterious Love,Mysterious Love,Starwolf,spotify:track:08xRsNiQ5G4FG8F6MOdMc0
2020-05-19T16:35:44+00:00,2006-10-10,Belt Loops - EP Version,Being Bored EP (U.S. Version),The Films,spotify:track:3BboXHRwatMBqgbsHZ94Ni
2020-05-19T16:23:43+00:00,2013-04-09,Oblivion,Oblivion (Original Motion Picture Soundtrack),M83+Susanne Sundfør,spotify:track:79npfYK6N5RnBc1jiaoHCr
2020-05-19T16:20:01+00:00,2020-05-14,Solitude - Felsmann + Tiley Reinterpretation,Solitude (Felsmann + Tiley Reinterpretation),M83,spotify:track:5SOA0gaKMMp9cgwn3nuwk7
2020-05-12T20:11:34+00:00,2017-03-19,Shake,Shake,The Essentialists,spotify:track:4yPB7rBeGnQicuHaVz9s0t
2020-05-12T20:08:53+00:00,2013-11-05,Shelltoes or Brogues,"Can't Stop, Shan't Stop",Mr.B The Gentleman Rhymer,spotify:track:6z9kuKeL94mHUYcDncbxGx
2020-05-12T19:51:08+00:00,2018-04-25,William,William,Moontower,spotify:track:37ETi0N0B54iyRnNcQLvAn
2020-05-12T19:34:30+00:00,2014-01-01,Teenager In Love,Pop Psychology,Neon Trees,spotify:track:4CM00vRilanLnW0FZNVUdQ
2020-05-12T19:21:18+00:00,2018-06-08,Heard It All Before,Foolish Games,Bend Sinister,spotify:track:2ZyDGCgoTZMny5bPiLAVoP
2020-05-12T19:17:15+00:00,2016-10-28,Get My Cut,Nobody Likes A Quitter,All Get Out,spotify:track:6UPf2G9NSE9hI3AiIgjHIG
2020-05-12T19:13:50+00:00,2016-08-01,Not Quite Done Yet,Not Quite Done Yet,SCR,spotify:track:1DVAOWkXy6ONvi3VrCHY1C
2020-05-12T19:00:39+00:00,2015-03-03,The Wolves,Wolves,JJ and The Pillars,spotify:track:5SSdvEacHjyfdGviTjWM8F
2020-05-12T18:57:29+00:00,2019-08-16,Keep Smiling,Keep Smiling,Swimming With Bears,spotify:track:27bmStluUObVxocgPe4L7O
2020-05-12T17:31:26+00:00,2019-10-09,"Oh, Death","Oh, Death",SUGR?,spotify:track:2eewWflXbzyR2HvKdVSqUe
2020-05-03T21:03:29+00:00,2017-12-15,Sunrise,Sunrise,High Dive Heart,spotify:track:6N8iM0GRtGR1rIgUbcMXPp
2020-05-03T17:19:26+00:00,2019-03-05,I Want to Fly Away.,Chase Dreams,Dovydas,spotify:track:7CzJXC1rHV567apEpFbHrU
2020-05-03T16:51:54+00:00,2018-09-28,America Anonymous,America Anonymous,Demi the Daredevil,spotify:track:3qfAA9uNdoLBXKzgMQBGU1
2020-04-30T16:54:38+00:00,2018-12-12,Axolotl,Axolotl,C418,spotify:track:0VfKRencDKFYjKuy6WIu2b
2020-04-28T15:35:57+00:00,2013-11-09,Kyoto,Minecraft - Volume Beta,C418,spotify:track:1goLLB3LX9bNeVsFeRY5ho
2020-04-28T14:20:31+00:00,2013-11-09,Alpha,Minecraft - Volume Beta,C418,spotify:track:0RZfz4zLlFb1lNtoEr7yDR
2020-04-25T21:28:41+00:00,2015-09-18,Wide Awake,III,A Love Like Pi,spotify:track:7HwTFpX2VNUQG1FcBLQXnR
2020-04-25T21:28:09+00:00,2015-09-18,Heavens Halberd,III,A Love Like Pi,spotify:track:5lT89N4WzcjITZIlPjCrDC
2020-04-25T20:59:57+00:00,2014-11-11,The Atlas,Jack and the Giant E.P.,A Love Like Pi,spotify:track:6w2ddVttjo6S4N6iqrwOxR
2020-04-25T20:57:55+00:00,2015-09-18,Cats,III,A Love Like Pi,spotify:track:7iB07Oy6LL8eTrJBM7LX9Y
2020-04-25T20:54:21+00:00,2015-09-18,Those Days Are Gone,III,A Love Like Pi,spotify:track:3szi2VWIjRPqw8uwKpaAAN
2020-04-24T22:52:20+00:00,2015-09-18,Dirty Work,III,A Love Like Pi,spotify:track:6GCB3MtcPeZ5qj075Td45W
2020-04-24T22:38:46+00:00,2015-09-18,Sorry 2.0,III,A Love Like Pi,spotify:track:7GY0Dh8BXS6Hxs5kjfh4Dr
2020-04-24T22:35:43+00:00,2015-09-18,How Low,III,A Love Like Pi,spotify:track:4RiV3bZwuOtaBR2GoTDfC4
2020-04-24T22:28:27+00:00,2016-04-01,Wind in Our Sail,Weezer (White Album),Weezer,spotify:track:6tZUOzi9p1j7stp8Y5OUoJ
2020-04-24T22:24:48+00:00,2016-04-01,California Kids,Weezer (White Album),Weezer,spotify:track:0UbS4oWIo2nUXeTxsvFaN1
2020-04-21T19:23:03+00:00,2017-12-31,The Watcher,Tunnels,Handgrenades,spotify:track:7H80p1Ps97b2QBTaWCSWdB
2020-04-21T19:04:19+00:00,2018-11-23,Rest Of The Best (feat. DREAMERS),Rest Of The Best (feat. DREAMERS),Micky James+DREAMERS,spotify:track:0AdQh1ORK3la7dtYVWPpz4
2020-04-21T16:20:34+00:00,2019-03-15,Charlotte,The Kite Machine,The Kite Machine,spotify:track:28UQXXCME72R6ZqllsHo1r
2020-04-21T16:12:59+00:00,2015-09-18,Till I Die,III,A Love Like Pi,spotify:track:5pQDgXHURWaMrfxsmxUxiI
2020-04-21T16:12:28+00:00,2015-05-30,Having a Good Day,Having a Good Day,Benj Heard,spotify:track:3QuGBGKQKmIJiU9eGshdkA
2020-04-21T16:08:43+00:00,2016-10-14,Not over You,Halloway,Tessa Violet,spotify:track:6l6VorBrQut6Ee0p19lYvG
2020-04-21T15:48:10+00:00,2019-06-21,Dang,Dang,Top Bunk,spotify:track:0MPeo53JXfRCDEcUvlBId7
2020-04-21T15:25:07+00:00,2016-08-14,All My Favorite Bands Use Long Song Titles so I Will Too,2004,Anthony Amorim,spotify:track:42Isc2yqQjG0LDF3SP6v5h
2020-04-09T16:12:14+00:00,2015-07-17,Reality In Motion,Currents,Tame Impala,spotify:track:3I7OmVsk4Hm5LBbs2GmhlD
2020-04-08T18:31:48+00:00,2015-04-07,Hollywood,Jukebox The Ghost,Jukebox The Ghost,spotify:track:2vnM1GudpO5GH1oOg0qgxr
2020-04-08T18:22:15+00:00,2014-10-07,Lo-Fi Children,Phantom Pop,Wild Party,spotify:track:7h5vsnbygkp5EXbRgXQ77g
2020-04-08T18:14:42+00:00,2009-09-08,Dear Dictator,ForPlay,Saint Motel,spotify:track:0lkMZa3Fwt1KWRHRUnPqbx
2020-04-08T18:03:32+00:00,2018-09-28,SAD (Clap Your Hands),SAD / Scatterbrain,Young Rising Sons,spotify:track:22jEGuVPtvtMqKPuXdOVCh
2020-04-08T18:02:00+00:00,2017-05-05,New Machines,Origami,Vinyl Theatre,spotify:track:0ekXXkpMdvnP2FyCvW4oAp
2020-04-08T17:51:10+00:00,2008-09-23,Wrecking Ball,O My Heart,Mother Mother,spotify:track:1VZo1zddq6LpxwMtvHPVgM
2020-04-08T17:51:08+00:00,2015-08-04,Monsters of the North,Until I Live,The National Parks,spotify:track:6Yx9yDESLdPcpytSmOmltM
2020-04-08T17:31:59+00:00,2015-04-07,Girl,Jukebox The Ghost,Jukebox The Ghost,spotify:track:63OB8oKmBUUYiRtrRtFCvX
2020-04-08T17:26:27+00:00,2018-02-23,Francis St.,Francis St.,Kyd the Band,spotify:track:5yFgiZvvtvtRpiDJgf9cqC
2020-04-08T17:19:39+00:00,2013-03-26,Arrow,Portrait - EP,Polite Fiction,spotify:track:2v5J6VEWxP2s9VESGR7HaK
2020-04-08T17:15:54+00:00,2012-06-05,The Spiritual,Safe Travels (Bonus Track Version),Jukebox The Ghost,spotify:track:0IkMSCLC7S39QJHYEolBml
2020-04-08T17:12:10+00:00,2013-07-15,Anniversary,Punch,Autoheart,spotify:track:4qsEWmWMvufFZq4Z9igGDS
2020-04-08T17:12:08+00:00,2012-06-19,Anna Sun,Walk The Moon,WALK THE MOON,spotify:track:3e0yTP5trHBBVvV32jwXqF
2020-04-08T17:03:37+00:00,2014-03-25,Crazy,Melodies for the Outsiders,Burn The Ballroom,spotify:track:6wbS5n3MiWd0ekuNfECGM2
2020-04-08T17:00:17+00:00,2013-04-30,Words of the Wise,Truslow,Truslow,spotify:track:22EDx3eNzH4U7DMNDli1eC
2020-04-08T00:26:04+00:00,2017-06-30,Technicolor,"smile, and wave",SAINTE,spotify:track:70HE1ubLgFK6u3r6d1ZhMU
2020-04-08T00:23:20+00:00,2013,Pitchfork Kids,Living Room,AJR,spotify:track:1ZzehTXQaSjL0okOGJBVPB
2020-04-08T00:15:01+00:00,2011-01-01,Plant Life,All Things Bright And Beautiful,Owl City,spotify:track:3Uq06PHpVt4T9KYceuPYZn
2020-04-08T00:08:49+00:00,2018-09-28,O.K. Fine,O.K. Fine,Clover the Girl,spotify:track:6YaFdseuvkOxqYr1urhKw8
2020-04-08T00:04:32+00:00,2016-02-12,Nature,Nature,WALLA,spotify:track:4CL3xg1ahV85g8hsZqZyga
2020-04-07T23:58:41+00:00,2016-07-15,Mars,Alive,Travis Van Hoff,spotify:track:68phaCoodfJQw0GukQRna5
2020-04-07T21:50:10+00:00,2011-01-01,Rhythm Doesn’t Make You A Dancer,Psycho Jukebox (Deluxe Edition),Jon Fratelli,spotify:track:23NTlcMUsISTRxeWfgTeLd
2020-04-07T21:47:17+00:00,2014-03-23,Toy Guns,Forcefield,Tokyo Police Club,spotify:track:0I81I8d76nBnn5V6bWQriW
2020-04-07T21:43:08+00:00,2017-07-28,Stranger Things,Stranger Things,Survival Kit+Couchsurf,spotify:track:29EpwvF4jk7gAp7cNGbzkl
2020-04-07T21:41:08+00:00,2013-01-22,Arms,Arms,90 Pounds of Pete,spotify:track:2JBcz53XXQOwAYoFpxl3t6
2020-04-07T21:34:27+00:00,2013-01-01,Blackbeak,Wake Up,Youngblood Hawke,spotify:track:34Hdo1qNE9qyx3Pf1TsBbR
2020-04-07T21:30:42+00:00,2017-08-08,High (Keep Up),High (Keep Up),Bo Baskoro,spotify:track:2jfqKkJOVdLjRaHTYMTIWG
2020-04-07T21:29:21+00:00,2008-09-30,"I'm Not Crying. You're Not Crying, Are You?",Drunk Like Bible Times,Dear and the Headlights,spotify:track:3DAJYqJpG8UfbEpsLi1XSr
2020-04-07T21:26:02+00:00,2016-04-01,Jacked Up,Weezer (White Album),Weezer,spotify:track:6Uks8ZMSlASX7aygehQesZ
2020-04-07T21:10:29+00:00,2013-07-27,Absentee,Absentee,Jack Campbell,spotify:track:4TTcBKSLK2lvjJaEBJsVoP
2020-04-07T18:00:29+00:00,2018-01-19,No Mistake,Love Sunshine & Hysteria,Attica Riots,spotify:track:2KkKBSdtw6GUuMDrnJ0b3a
2020-04-07T17:53:38+00:00,2017-01-13,Mischief,Delusions Of Grandeur,Blubird,spotify:track:1ng5wfmSV8IRczCVLJlX6e
2020-04-07T17:50:03+00:00,2017-05-19,Only Human,Connect The Dots,MisterWives,spotify:track:1bjFRZio15WLDDQy75JY2r
2020-04-07T17:46:22+00:00,2015-11-27,Six Feet,Riot Hearts Rebellion,Patent Pending,spotify:track:0LvkE0gOLzfUTO7MoFNssM
2020-04-07T17:41:06+00:00,2014-08-01,Paper Mache Planes,Paper Mache Planes,Nova & the Experience,spotify:track:1P5bN8y80h6BKy6vhShlG2
2020-04-07T17:39:02+00:00,2015-03-17,Jiffy Jane,Jiffy Jane,New Hollow,spotify:track:5oH3IodQimQUz3l2LTjl7m
2020-04-07T01:03:55+00:00,2009-09-22,Like or Like Like,Tell It to the Volcano,Miniature Tigers,spotify:track:2laAFvo3q3GIcXX7Ql8OeD
2020-03-31T15:02:48+00:00,2018-02-23,A-OK!,Singles,Louie Zong,spotify:track:6XdwXp52NBbptDEzyIRzQO
2020-03-31T15:01:09+00:00,2020-02-28,After the Rain,Jazz,Louie Zong,spotify:track:7rCWwXNpgxPvJEX99w6VfB
2020-03-23T22:28:57+00:00,2017-01-13,You & I,Only The Lonely,Colony House,spotify:track:7yhNr2wj7mZcpRG5K2Zgj6
2020-03-23T22:18:01+00:00,2009-09-08,Butch,ForPlay,Saint Motel,spotify:track:5ZQWNRoJsfkByZFHqCB92J
2020-03-23T22:14:44+00:00,2016-09-30,So What,Where'd Your Weekend Go?,The Mowgli's,spotify:track:0wAbE8PmaALSdGEpfOuk6J
2020-03-23T22:11:19+00:00,2014-09-24,Small Talk,"To Whom It May Concern,",Call Security,spotify:track:1sX7WFxjLV1f9Gx1d9aqD5
2020-03-23T22:07:32+00:00,2016-04-08,Get Used to It,Montgomery Ricky,Ricky Montgomery,spotify:track:39wRtv6jLIFVip6312TZmS
2020-03-23T22:00:28+00:00,2014-01-01,"Oh, What A Life","Oh, What A Life",American Authors,spotify:track:0ImkGucv1ID5EkuhslttfD
2020-03-23T21:56:59+00:00,2012-06-05,A La La,Safe Travels (Bonus Track Version),Jukebox The Ghost,spotify:track:1MtblesnHrdAsBr3taJXmi
2020-03-23T20:34:31+00:00,2009-09-22,Cannibal Queen,Tell It to the Volcano,Miniature Tigers,spotify:track:7BMWunZCzpUdESUgWSuNRa
2020-03-23T20:30:54+00:00,2016-01-25,Trampoline,Follow My Feet - EP,The Unlikely Candidates,spotify:track:3geJxU83R4EzSjIymcXSt2
2020-03-19T00:36:41+00:00,2007-01-01,Big Girl (You Are Beautiful),Life in Cartoon Motion,MIKA,spotify:track:7Jh9XDqXe3yvxovXsLYOO2
2020-03-19T00:31:23+00:00,2012-01-01,Elle me dit,The Origin Of Love (Deluxe),MIKA,spotify:track:2CFGQXM3exBO8U9WGve2GY
2020-03-19T00:25:39+00:00,2007-01-01,Love Today,Life in Cartoon Motion,MIKA,spotify:track:6ZBJFWDYJSTQg54eDsqnkJ
2020-03-19T00:21:21+00:00,2019-10-04,Tomorrow,My Name Is Michael Holbrook,MIKA,spotify:track:7I9BiCs8uTFfGkj02W1gxZ
2020-03-19T00:17:34+00:00,2012-01-01,Popular Song,Popular Song,MIKA+Ariana Grande+Jason Nevins,spotify:track:0xFomAiFsu5qCnLM0hu0UR
2020-03-17T16:22:44+00:00,2007-01-01,Happy Ending,Life in Cartoon Motion,MIKA,spotify:track:1wl3u4FrzcuBv2LQ97Z6TQ
2020-03-15T00:39:48+00:00,2020-01-10,Blood Meridian II,Tascam Tapes,DeWolff,spotify:track:39bKx99zOWBJZl78aUZ24i
2020-03-15T00:39:44+00:00,2020-01-10,Blood Meridian I,Tascam Tapes,DeWolff,spotify:track:3diKbYiXhXgBM3FCeFPAug
2020-03-13T22:41:17+00:00,2015-10-23,Let the Games Begin,Let the Games Begin,AJR,spotify:track:2pwnEzgIzYL4AOw4ousjkB
2020-03-11T18:56:25+00:00,2019-01-09,Take Flight,Nature,Louie Zong,spotify:track:5cDMd2XtX1Xy4gqTHo1pmW
2020-03-11T01:44:16+00:00,2012-02-05,Underground,audio:cinema,Cody Fry,spotify:track:3xfgaFFYLZtgDdzW7UlWwW
2020-03-09T18:18:50+00:00,2016-12-02,The Verge,Bad Moves,Bad Moves,spotify:track:6hMbjXkLJQdShPYB64HOs0
2020-03-09T18:15:33+00:00,2015-06-15,Promiseland - Bonus Track,No Place In Heaven (Deluxe),MIKA,spotify:track:3Mw3pAhjHTCA4heg0cA9Ih
2020-03-09T18:15:00+00:00,2015-06-08,Domino,Strange Therapy,The Karma Killers,spotify:track:2Z6NnvSvr5DcjiWbbLpLlV
2020-03-09T18:08:39+00:00,2013-04-30,Synesthesia,The Pop Underground EP,Andrew McMahon in the Wilderness,spotify:track:7EbVnljEpnmQT4JoeNY8cO
2020-03-09T18:02:08+00:00,2017-05-19,Celebrate The Reckless,In The Wind,MAGIC GIANT,spotify:track:1RsALParpm2YmjO9E3jc5L
2020-03-09T17:56:33+00:00,2017-02-10,Favorite Liar,We Are The Wrecks,The Wrecks,spotify:track:1scwknKtBQpreYy6MSoJqJ
2020-03-09T17:54:39+00:00,2015-08-14,Stardust,Vikings,New Politics,spotify:track:03WmeqPnjaBnm4lfwm8v8z
2020-03-09T17:49:18+00:00,2016-08-16,Original Things,Original Things,Dustin Hatzenbuhler,spotify:track:6aU1vBbMyyPbIyJcZL7tng
2020-03-09T17:49:12+00:00,2013,I Was An Island,Say What You Mean,Allison Weiss,spotify:track:1fNRQF9aBMiRdabPWBJ7CC
2020-03-09T17:41:17+00:00,2013-12-14,Five Bells,King of the Corner,CoCo and The Butterfields,spotify:track:1OVQ9TNMZsLiNnUcvAuMyb
2020-03-09T17:40:23+00:00,2014-07-08,It All Starts Here,Before the Waves,Magic Man,spotify:track:6D6BmPq82Cg3nDpPYJixvy
2020-03-09T17:37:51+00:00,2014-07-08,Paris,Before the Waves,Magic Man,spotify:track:4EaO2XR7gWaHq8DW7nu1iY
2020-03-03T23:50:03+00:00,2014-09-15,Don't Wait for Him,The Astorian,Side Saddle,spotify:track:40WtxnJ7ezY4FY44C3Txg7
2020-03-03T19:25:11+00:00,1999-10-26,"Hello, Good Night","The Aquabats! vs the Floating Eye of Death! and Other Amazing Adventures, Vol. 1",The Aquabats!,spotify:track:6dHiUOZlycug2c0TOKkEw7
2020-03-03T19:16:27+00:00,2016-04-04,A New Mission,Level Up,Josh Whitehouse,spotify:track:4eryDkmhlSwLZhgVcgG9W0
2020-03-03T19:07:31+00:00,2007-01-01,Beginning of the End,Invisible Inc.,Invisible Inc.,spotify:track:0p4I9lDcIi65YzhKvC2QEc
2020-03-03T19:04:56+00:00,2019-01-01,Elevate,Otherside,Public Theatre,spotify:track:2rgeu7hv4UZEm0ZoSkSZxr
2020-03-03T19:00:43+00:00,2017-05-12,Sweet Tooth,Hôtel de Ville,Scott Helman,spotify:track:2qROUDWN1RCJoyiVSr6ifm
2020-03-03T18:52:49+00:00,2015-03-31,Another Night On Mars,American Candy,The Maine,spotify:track:3oe574OaDVi0qyTyk8PNaX
2020-03-03T18:51:55+00:00,2008-11-11,Devil Dressed in Blue,The Eventually Home,"Right Away, Great Captain!",spotify:track:5s1Qv9rWyU2f941kH0lqnS
2020-03-03T18:49:45+00:00,2017-09-15,Infatuation,Infatuation,Denver Hall,spotify:track:4r03a5iPR8dtYrJ6QbB6U0
2020-03-03T18:42:56+00:00,2013-02-05,Piano Wire Number 12,Heat Thing,SHONE,spotify:track:3Nf4eKWC6THTyFnhHeBUyY
2020-03-02T19:09:55+00:00,2020-03-02,Lightmare,Lightmare,Creo,spotify:track:6IDGEOKfoJzT1LeyrB4WSz
2020-03-02T19:09:41+00:00,2019-01-25,Aura,Aura,Creo,spotify:track:4HeNCz1NePOW4X2iEtOU4Y
2020-02-26T01:01:59+00:00,2008-08-22,Bored,Spider In the Bowl,AlicebanD,spotify:track:7jC72mKTp13BmRUE1wCHOh
2020-02-26T01:00:57+00:00,2008-08-22,Turn Around,Spider In the Bowl,AlicebanD,spotify:track:7B3xXuD1chf35OoGeD9vUe
2020-02-18T18:26:06+00:00,2008-08-22,Dancing Hat,Spider In the Bowl,AlicebanD,spotify:track:7leV5cuUA79J05SYEMyemm
2020-02-18T18:22:04+00:00,2011-03-30,Maria,Aliceband,AlicebanD,spotify:track:1Ez995kTIvZ5rnPNrRl76l
2020-02-18T18:19:20+00:00,2008-08-22,Percussion,Spider In the Bowl,AlicebanD,spotify:track:0qydE6gjYeLcder5BmjjF2
2020-02-18T17:54:26+00:00,2011-03-30,Jazzy Number,Aliceband,AlicebanD,spotify:track:5rsJVqKCIqCL4dMOS9FQLE
2020-02-18T17:54:24+00:00,2008-08-22,Burn the Boat,Spider In the Bowl,AlicebanD,spotify:track:7uhfYURGPQAjCac5tr0D1F
2020-02-18T17:48:40+00:00,2008-08-22,Hookers In Atlanta,Spider In the Bowl,AlicebanD,spotify:track:2XRMZ07JizCk7N3pMn8z8j
2020-02-18T17:48:21+00:00,2011-03-30,Wait for Me,Aliceband,AlicebanD,spotify:track:7rOuMywsk540GiZXlna8qy
2020-02-18T17:45:52+00:00,2011-03-30,Fight for Me,Aliceband,AlicebanD,spotify:track:1ehzWR9ScnFF1PsCPiCubN
2020-02-18T17:42:43+00:00,2011-03-30,Dream of Better Things,Aliceband,AlicebanD,spotify:track:5VSK5fDzuEMj0LFWDwdR10
2020-02-18T17:42:40+00:00,2011-03-30,Final Prayer,Aliceband,AlicebanD,spotify:track:4brIFkrL3UPiMSRAg84IUs
2020-02-18T17:38:00+00:00,2008-08-22,Through Her Eyes,Spider In the Bowl,AlicebanD,spotify:track:60k2ppfsnFe6AXDYAuzoqS
2020-02-07T23:52:44+00:00,2018-08-03,Caught in the Groove,Frank,Swelo,spotify:track:3QsrNsPGSjvo6XI6owOsYe
2020-02-07T23:14:01+00:00,2015-12-18,Hell I Need,B-Sides,Squid The Whale,spotify:track:0YGWmrFuTaCZxmhH9Wa7K0
2020-02-07T23:10:16+00:00,2018-04-28,Sleep With a Baseball Bat,Good Grief,Cosmic Johnny,spotify:track:6HfUOvYn45SwpaddmuA8oe
2020-02-07T23:06:55+00:00,2015-11-13,In the Best Case Scenario We'd Die at the Same Time,In the Best Case Scenario We'd Die at the Same Time,My Name Is Ian,spotify:track:3V1WQwzRDElTigBh4krEbf
2020-02-07T23:00:43+00:00,2011-07-12,Ebb and Flow,All That We Know,Larry and His Flask,spotify:track:2qdMvZhBpNOpaWXIoSK3DQ
2020-02-07T22:55:43+00:00,2016-10-21,Devil,Excommunication,Tyler Glenn,spotify:track:4wEZUvUuCDlhAMwLBdRW3p
2020-02-07T22:51:09+00:00,2017-04-10,Ghosts,Ghosts,MandoPony,spotify:track:1E4Bx2LDHDeg63EecDVLuB
